Family,genus species
Convolvulaceae,Ipomoea carnea
Convolvulaceae,Ipomoea chiliantha
Convolvulaceae,Ipomoea chilopsidis
Convolvulaceae,Ipomoea cicatricosa
Convolvulaceae,Ipomoea coccinea
Convolvulaceae,Ipomoea descolei
Convolvulaceae,Ipomoea digitata
Convolvulaceae,Ipomoea fistulosa
Convolvulaceae,Ipomoea gracilis
Convolvulaceae,Ipomoea grandiflora
Convolvulaceae,Ipomoea hederifolia
Convolvulaceae,Ipomoea hieronymi subspp. kurtziana
Convolvulaceae,Ipomoea horsfalliae
Convolvulaceae,Ipomoea indica
Convolvulaceae,Ipomoea intrapilosa
Convolvulaceae,Ipomoea learii
Convolvulaceae,Ipomoea leptophylla
Convolvulaceae,Ipomoea leptophylla
Convolvulaceae,Ipomoea lilloana
Convolvulaceae,Ipomoea longifolia
Convolvulaceae,Ipomoea macrantha
Convolvulaceae,Ipomoea macrorhiza
Convolvulaceae,Ipomoea malpighipila
Convolvulaceae,Ipomoea malvaeoidesvar. lineariloba
Convolvulaceae,Ipomoea mauritiana
Convolvulaceae,Ipomoea meyeri
Convolvulaceae,Ipomoea muricata
Convolvulaceae,Ipomoea murucoides
Convolvulaceae,Ipomoea nil
Convolvulaceae,Ipomoea nitida
Convolvulaceae,Ipomoea obscura
Convolvulaceae,Ipomoea padillae
Convolvulaceae,Ipomoea paludosa
Convolvulaceae,Ipomoea pandurata
Convolvulaceae,Ipomoea paniculata
Convolvulaceae,Ipomoea pauciflora
Convolvulaceae,Ipomoea pes-caprae
Convolvulaceae,Ipomoea populinae
Convolvulaceae,Ipomoea praecana
Convolvulaceae,Ipomoea purpurea
Convolvulaceae,Ipomoea quamoclit
Convolvulaceae,Ipomoea riparia
Convolvulaceae,Ipomoea rubens
Convolvulaceae,Ipomoea sagitatta
Convolvulaceae,Ipomoea schulziana
Convolvulaceae,Ipomoea stolonifera
Convolvulaceae,Ipomoea tastensis
Convolvulaceae,Ipomoea tribola
Convolvulaceae,Ipomoea trichocarpa
Convolvulaceae,Ipomoea tricolor
Convolvulaceae,Ipomoea trifida
Convolvulaceae,Ipomoea triloba
Convolvulaceae,Ipomoea tuberosa
Convolvulaceae,Ipomoea tuboides
Convolvulaceae,Ipomoea turbinata
Convolvulaceae,Ipomoea violacea
Convolvulaceae,Ipomoea volcanensis
Convolvulaceae,Ipomoea wolcottiana
Convolvulaceae,Ipomoea wrightii
Convolvulaceae,Lepistemon obscurum
Convolvulaceae,Maripa panamensis
Convolvulaceae,Maripa scandens
Convolvulaceae,Merremia aurea
Convolvulaceae,Merremia dissecta
Convolvulaceae,Merremia peltata
Convolvulaceae,Merremia quinata
Convolvulaceae,Merremia quinquinervis
Convolvulaceae,Merremia tuberosa
Convolvulaceae,Merremia umbellata
Convolvulaceae,Operculina alata
Convolvulaceae,Operculina pinnatifida
Convolvulaceae,Operculina pteripes
Convolvulaceae,Operculina tuberosa
Convolvulaceae,Operculina turpenthum
Convolvulaceae,Porana megalantha
Convolvulaceae,Porana velutina
Convolvulaceae,Prevostea mortehani
Convolvulaceae,Prevostea umbellata
Convolvulaceae,Rivea barnesii
Convolvulaceae,Rivea corymbosa
Convolvulaceae,Rivea hypocrteriformis
Convolvulaceae,Rivea luzonensis
Convolvulaceae,Stictocardia campanulata
Convolvulaceae,Stictocardia tiliaefolia
Convolvulaceae,Turbina abutiloides
Convolvulaceae,Turbina corymbosa
Costaceae,Costus allenii
Costaceae,Costus laevis
Costaceae,Costus pulverulentus
Costaceae,Costus scaber
Costaceae,Costus sp.
Costaceae,Costus speciosus
Costaceae,Costus spicatus
Costaceae,Costus woodsonii
Crassulaceae,Adromischus alstonii
Cucurbitaceae,Abobra viridiflora
Cucurbitaceae,Actinostemma paniculatum
Cucurbitaceae,Actinostemma probably lobata
Cucurbitaceae,Adenopus 4 spp.
Cucurbitaceae,Adenopus breviflorus
Cucurbitaceae,Alsomitra sp.
Cucurbitaceae,Anisosperma sp.
Cucurbitaceae,Benincasa hispida
Cucurbitaceae,Blastania fimbristipula
Cucurbitaceae,Bryonia amplexicaulis
Cucurbitaceae,Bryonia cordifolia
Cucurbitaceae,Bryonia grandis
Cucurbitaceae,Bryonopsis erythrocarpa
Cucurbitaceae,Bryonopsis lacinosa
Cucurbitaceae,Cayaponia sp.
Cucurbitaceae,Cephalandra indica
Cucurbitaceae,Citrullus colcynthis
Cucurbitaceae,Coccinia barteri
Cucurbitaceae,Coccinia cordifolia
Cucurbitaceae,Coccinia indica
Cucurbitaceae,Coccinia palmata
Cucurbitaceae,Cucurbita ficifolia
Cucurbitaceae,Cucurbita maxima
Cucurbitaceae,Cucurbita moschata
Cucurbitaceae,Cucurbita pepo
Cucurbitaceae,Eopepon vitifolius
Cucurbitaceae,Fevillea albiflora
Cucurbitaceae,Hodgsonia macrocarpa
Cucurbitaceae,Lagenaria breviflora
Cucurbitaceae,Lagenaria guineensis
Cucurbitaceae,Lagenaria leucanta
Cucurbitaceae,Lagenaria siceraria
Cucurbitaceae,Lagenaria vulgaris
Cucurbitaceae,Luffa acutangula
Cucurbitaceae,Luffa aegyptica
Cucurbitaceae,Luffa amara
Cucurbitaceae,Luffa cordifolia
Cucurbitaceae,Luffa cylindrica
Cucurbitaceae,Momordica cabraei
Cucurbitaceae,Momordica charantia
Cucurbitaceae,Momordica cochinchinensis
Cucurbitaceae,Physedra heterophylla
Cucurbitaceae,Sicydium tamnifolium
Cucurbitaceae,Siolmatra sp.
Cucurbitaceae,Sphaerosicyos sphaericus
Cucurbitaceae,Telfairia occidentalis
Cucurbitaceae,Telfairia pedata
Cucurbitaceae,Thladiantha cordifolia
Cucurbitaceae,Trianosperma sp.
Cucurbitaceae,Trichosanthes anguina
Cucurbitaceae,Trichosanthes kirilowii
Cucurbitaceae,Trichosanthes pentaphylla
Dichapetalaceae,Dichapetalum barterii
Dichapetalaceae,Dichapetalum borneense
Dichapetalaceae,Dichapetalum dichapetalum
Dichapetalaceae,Dichapetalum fallax
Dichapetalaceae,Dichapetalum ferrugineum
Dichapetalaceae,Dichapetalum gelonioides
Dichapetalaceae,Dichapetalum griffithii
Dichapetalaceae,Dichapetalum helferianum
Dichapetalaceae,Dichapetalum laurocerasus
Dichapetalaceae,Dichapetalum papuanum
Dichapetalaceae,Dichapetalum platyphyllum
Dichapetalaceae,Dichapetalum resista
Dichapetalaceae,Dichapetalum reticulum
Dichapetalaceae,Dichapetalum sessiliflorum
Dichapetalaceae,Dichapetalum steenisii
Dichapetalaceae,Dichapetalum tenerum
Dichapetalaceae,Dichapetalum tenuifolium
Dichapetalaceae,Dichapetalum timoriense
Dichapetalaceae,Dichapetalum tricapsulare
Dioncophyllaceae,Triphyophyllum peltatum
Dioscoreacea,Dioscorea adenocarpa
Dioscoreacea,Dioscorea alata
Dioscoreacea,Dioscorea amarantoides
Dioscoreacea,Dioscorea bancana
Dioscoreacea,Dioscorea blumei
Dioscoreacea,Dioscorea bulbifera
Dioscoreacea,Dioscorea calcicola
Dioscoreacea,Dioscorea campestris
Dioscoreacea,Dioscorea cayenensis
Dioscoreacea,Dioscorea communis
Dioscoreacea,Dioscorea convolvulacea
Dioscoreacea,Dioscorea cummingii
Dioscoreacea,Dioscorea divaricata
Dioscoreacea,Dioscorea dodecaneura
Dioscoreacea,Dioscorea elegans
Dioscoreacea,Dioscorea elephantipes
Dioscoreacea,Dioscorea elmeri
Dioscoreacea,Dioscorea esculenta
Dioscoreacea,Dioscorea filiformis
Dioscoreacea,Dioscorea flabellifolia
Dioscoreacea,Dioscorea glabra
Dioscoreacea,Dioscorea glandulosa
Dioscoreacea,Dioscorea gracilipes
Dioscoreacea,Dioscorea grata
Dioscoreacea,Dioscorea havilandii
Dioscoreacea,Dioscorea hispida
Dioscoreacea,Dioscorea japonica
Dioscoreacea,Dioscorea kingii
Dioscoreacea,Dioscorea lamprocaula
Dioscoreacea,Dioscorea laurifolia
Dioscoreacea,Dioscorea laxiflora
Dioscoreacea,Dioscorea loheri
Dioscoreacea,Dioscorea luzonensis
Dioscoreacea,Dioscorea macroura
Dioscoreacea,Dioscorea madiuensis
Dioscoreacea,Dioscorea merrillii
Dioscoreacea,Dioscorea moultonii
Dioscoreacea,Dioscorea nieuwenhuisii
Dioscoreacea,Dioscorea nipponica
Dioscoreacea,Dioscorea nummularia
Dioscoreacea,Dioscorea opaca
Dioscoreacea,Dioscorea opposita
Dioscoreacea,Dioscorea orbiculata
Dioscoreacea,Dioscorea oryzetorum
Dioscoreacea,Dioscorea pentaphylla
Dioscoreacea,Dioscorea peperoides
Dioscoreacea,Dioscorea pierrei
Dioscoreacea,Dioscorea piscatorum
Dioscoreacea,Dioscorea platycarpa
Dioscoreacea,Dioscorea polyclades
Dioscoreacea,Dioscorea praehensilis
Dioscoreacea,Dioscorea prainiana
Dioscoreacea,Dioscorea puber
Dioscoreacea,Dioscorea pyrifolia
Dioscoreacea,Dioscorea quartiniana
Dioscoreacea,Dioscorea quinqueloba
Dioscoreacea,Dioscorea rotundata
Dioscoreacea,Dioscorea sarasinii
Dioscoreacea,Dioscorea scortechinii
Dioscoreacea,Dioscorea sexrimata
Dioscoreacea,Dioscorea sinuata
Dioscoreacea,Dioscorea sitamiana
Dioscoreacea,Dioscorea sp.
Dioscoreacea,Dioscorea tamarisciflora
Dioscoreacea,Dioscorea tenuifolia
Dioscoreacea,Dioscorea tokoro
Dioscoreacea,Dioscorea vanvuurenii
Dioscoreacea,Dioscorea vilis
Dioscoreacea,Dioscorea villosa
Dioscoreacea,Dioscorea wallichii
Dioscoreacea,Dioscorea warburgiana
Dioscoreacea,Stenomeris dioscoreifolia
Dipterocarpaceae,Anisoptera sp.
Dipterocarpaceae,Doona spp
Dipterocarpaceae,Hopea mengawaran
Dipterocarpaceae,Hopea odorata
Dipterocarpaceae,Monoporandra spp.
Dipterocarpaceae,Monotes adenophylla
Dipterocarpaceae,Monotes africana
Dipterocarpaceae,Monotes kerstingii
Dipterocarpaceae,Neobalanocarpus heimei
Dipterocarpaceae,Parashorea spp.
Dipterocarpaceae,Pentacme spp.
Dipterocarpaceae,Shorea acuminata
Dipterocarpaceae,Shorea bracteolata
Dipterocarpaceae,Shorea chinensis
Dipterocarpaceae,Shorea dasyphylla
Dipterocarpaceae,Shorea guiso
Dipterocarpaceae,Shorea lepidota
Dipterocarpaceae,Shorea leprosula
Dipterocarpaceae,Shorea macroptera
Dipterocarpaceae,Shorea ochrophloia
Dipterocarpaceae,Shorea ovalis
Dipterocarpaceae,Shorea pauciflora
Dipterocarpaceae,Shorea spp.
Dipterocarpaceae,Shorea stenoptera
Dipterocarpaceae,Vateria spp.
Dipterocarpaceae,Vatica bella
Dipterocarpaceae,Vatica pauciflora
Droseraceae,Dionaea peltatum
Droseraceae,Drosera sp.
Droseraceae,Drosophyllum lusitanicum
Ebenaceae,Diospyros abyssinica
Ebenaceae,Diospyros acuminata
Ebenaceae,Diospyros albens
Ebenaceae,Diospyros alboflavescens
Ebenaceae,Diospyros anisandra
Ebenaceae,Diospyros artanthalefolia
Ebenaceae,Diospyros atrotricha
Ebenaceae,Diospyros australis
Ebenaceae,Diospyros austroafricana
Ebenaceae,Diospyros barteri
Ebenaceae,Diospyros batocana
Ebenaceae,Diospyros bicolor
Ebenaceae,Diospyros bipidensis
Ebenaceae,Diospyros bumeloides
Ebenaceae,Diospyros buxifolia
Ebenaceae,Diospyros campechiana
Ebenaceae,Diospyros caniculata
Ebenaceae,Diospyros capreifolia
Ebenaceae,Diospyros caribaea
Ebenaceae,Diospyros chamaethamnus
Ebenaceae,Diospyros coccolobifolia
Ebenaceae,Diospyros conferiflora
Ebenaceae,Diospyros conocarpa
Ebenaceae,Diospyros cooperi
Ebenaceae,Diospyros copelandi
Ebenaceae,Diospyros crassiflora
Ebenaceae,Diospyros dendo
Ebenaceae,Diospyros dichrophylla
Ebenaceae,Diospyros digyna
Ebenaceae,Diospyros discolor
Ebenaceae,Diospyros ebenaster
Ebenaceae,Diospyros ebenum
Ebenaceae,Diospyros emarginata
Ebenaceae,Diospyros eriantha
Ebenaceae,Diospyros fasciculiflora
Ebenaceae,Diospyros ferrea
Ebenaceae,Diospyros gabunensis
Ebenaceae,Diospyros galpini
Ebenaceae,Diospyros glabra
Ebenaceae,Diospyros graciliflora
Ebenaceae,Diospyros guerkei
Ebenaceae,Diospyros guianensis
Ebenaceae,Diospyros heterotricha
Ebenaceae,Diospyros hirsuta
Ebenaceae,Diospyros hoyleana
Ebenaceae,Diospyros ierensis
Ebenaceae,Diospyros inconstans
Ebenaceae,Diospyros iturensis
Ebenaceae,Diospyros japonica
Ebenaceae,Diospyros johnstoniana
Ebenaceae,Diospyros juruensis
Ebenaceae,Diospyros kaki
Ebenaceae,Diospyros latifolia
Ebenaceae,Diospyros liberiensis
Ebenaceae,Diospyros lotus
Ebenaceae,Diospyros lucida
Ebenaceae,Diospyros lyrioides
Ebenaceae,Diospyros mannii
Ebenaceae,Diospyros mespiliformis
Ebenaceae,Diospyros mespolilernia
Ebenaceae,Diospyros mexicana
Ebenaceae,Diospyros montana
Ebenaceae,Diospyros morrisiana
Ebenaceae,Diospyros mosieri
Ebenaceae,Diospyros natalensis
Ebenaceae,Diospyros nicaraguensis
Ebenaceae,Diospyros nigrescens
Ebenaceae,Diospyros nigrocortex
Ebenaceae,Diospyros oblongifolia
Ebenaceae,Diospyros ovalifolia
Ebenaceae,Diospyros pallens
Ebenaceae,Diospyros Panamense
Ebenaceae,Diospyros pilosanthera
Ebenaceae,Diospyros piscatoria
Ebenaceae,Diospyros poeppigiana
Ebenaceae,Diospyros polyaltheoides
Ebenaceae,Diospyros pseudomenspilus
Ebenaceae,Diospyros psidioides
Ebenaceae,Diospyros pubescens
Ebenaceae,Diospyros punctata
Ebenaceae,Diospyros sanza-minika
Ebenaceae,Diospyros scabra var. cordata
Ebenaceae,Diospyros sericea
Ebenaceae,Diospyros shippii
Ebenaceae,Diospyros siamensis
Ebenaceae,Diospyros tetrasperma
Ebenaceae,Diospyros texana
Ebenaceae,Diospyros thomasii
Ebenaceae,Diospyros verae-crusis
Ebenaceae,Diospyros vignei
Ebenaceae,Diospyros villosa
Ebenaceae,Diospyros virginiana
Ebenaceae,Diospyros virginis
Ebenaceae,Diospyros whyteans
Ebenaceae,Diospyros xishuangbannoensis
Ebenaceae,Diospyros yatesiana
Ebenaceae,Diospyros zenkeri
Ebenaceae,Euclea acutifolia
Ebenaceae,Euclea crispa
Ebenaceae,Euclea divinorum
Ebenaceae,Euclea kellau
Ebenaceae,Euclea lanceolata
Ebenaceae,Euclea natalensis
Ebenaceae,Euclea ovata
Ebenaceae,Euclea pseudoebenus
Ebenaceae,Euclea racemosa
Ebenaceae,Euclea schiperi
Ebenaceae,Euclea undulata var.myrtina
Ebenaceae,Lissocarpa benthamii
Ebenaceae,Lissocarpa guianensis
Ebenaceae,Lissocarpa jensonii
Ebenaceae,Lissocarpa kating
Ebenaceae,Lissocarpa ronliesneri
Ebenaceae,Lissocarpa stenocarpa
Ebenaceae,Lissocarpa tetramera
Ebenaceae,Lissocarpa uyat
Ericaceae,Cavendishia aberans
Ericaceae,Cavendishia albopicata
Ericaceae,Cavendishia arizonensis
Ericaceae,Cavendishia chiriquiensis
Ericaceae,Cavendishia ciliata
Ericaceae,Cavendishia coccinea
Ericaceae,Cavendishia fortunensis
Ericaceae,Cavendishia lactiviscida
Ericaceae,Cavendishia panamensis
Ericaceae,Cavendishia porphyrea
Ericaceae,Cavendishia pseudostenophylla
Ericaceae,Vaccinium boninensis
Ericaceae,Vaccinium bracteatum var.chinense
Ericaceae,Vaccinium koreanum
Ericaceae,Vaccinium oldhami
Ericaceae,Vaccinium theysmannii
Ericaceae,Vaccinium uliginosum
Euphorbiaceae,Acalypha amentacea
Euphorbiaceae,Acalypha sp.
Euphorbiaceae,Adriana quadripartita
Euphorbiaceae,Adriana tomentosa
Euphorbiaceae,Alchornea cordifolia
Euphorbiaceae,Alchornea costaricensis
Euphorbiaceae,Alchornea glandulosa
Euphorbiaceae,Alchornea grandis
Euphorbiaceae,Alchornea latifolia
Euphorbiaceae,Alchornea laxiflora
Euphorbiaceae,Alchornea rugosa
Euphorbiaceae,Alchornea tiliifolia
Euphorbiaceae,Alchornea trewioides
Euphorbiaceae,Alchornea triplinervia
Euphorbiaceae,Alchorneopsis floribunda
Euphorbiaceae,Aleurites moluccana
Euphorbiaceae,Aleurites rockinghamensis
Euphorbiaceae,Anda gomesii
Euphorbiaceae,Angostylis longifolia
Euphorbiaceae,Aparisthmium cordatum
Euphorbiaceae,Aporusa chinensis
Euphorbiaceae,Aporusa villosa
Euphorbiaceae,Aporusa yunnanensis
Euphorbiaceae,Baccaurea ramiflora
Euphorbiaceae,Balakata baccata
Euphorbiaceae,Baliospermum axillare
Euphorbiaceae,Blumeodendron calophyllum
Euphorbiaceae,Caryodendron angustifolium
Euphorbiaceae,Chrozophora tinctoria
Euphorbiaceae,Claoxylon angustifolium
Euphorbiaceae,Claoxylon australe
Euphorbiaceae,Claoxylon hillii
Euphorbiaceae,Claoxylon sp.
Euphorbiaceae,Claoxylon tenerifolium
Euphorbiaceae,Cleidion bracteosum
Euphorbiaceae,Cleidion castaneifolium
Euphorbiaceae,Cnidoscolus aconitifolius
Euphorbiaceae,Cnidoscolus multilobus
Euphorbiaceae,Cnidoscolus spp.
Euphorbiaceae,Cnidoscolus napaefolius
Euphorbiaceae,Coccoceras sumatranum
Euphorbiaceae,Croton amabilis
Euphorbiaceae,Croton argyratus
Euphorbiaceae,Croton aubrevillei
Euphorbiaceae,Croton billbergianus
Euphorbiaceae,Croton bonplandianum
Euphorbiaceae,Croton cascarilloides
Euphorbiaceae,Croton caudatus
Euphorbiaceae,Croton ciliato-gladuliferus
Euphorbiaceae,Croton corintensis
Euphorbiaceae,Croton crassifolius
Euphorbiaceae,Croton draco
Euphorbiaceae,Croton erythrostachys
Euphorbiaceae,Croton exuberans
Euphorbiaceae,Croton glandulosus
Euphorbiaceae,Croton hemiargyreus
Euphorbiaceae,Croton hirtus
Euphorbiaceae,Croton hoffmannii
Euphorbiaceae,Croton honcei
Euphorbiaceae,Croton Jimenezii
Euphorbiaceae,Croton kelantanicus
Euphorbiaceae,Croton lachnocarpus
Euphorbiaceae,Croton lanjouwensis
Euphorbiaceae,Croton linearis
Euphorbiaceae,Croton lucidus
Euphorbiaceae,Croton macrocarpus
Euphorbiaceae,Croton macrostachys
Euphorbiaceae,Croton megistocarpus
Euphorbiaceae,Croton mexicanus
Euphorbiaceae,Croton panamensis
Euphorbiaceae,Croton refractus
Euphorbiaceae,Croton salutaris
Euphorbiaceae,Croton sarcopetalus
Euphorbiaceae,Croton skutchii
Euphorbiaceae,Croton sp.
Euphorbiaceae,Croton speciousus
Euphorbiaceae,Croton spp.
Euphorbiaceae,Croton tenuicaudatus
Euphorbiaceae,Croton tiglium
Euphorbiaceae,Croton tonduzii
Euphorbiaceae,Croton xanthochloros
Euphorbiaceae,Croton urucurana
Euphorbiaceae,Crotonogyne sp.
Euphorbiaceae,Cunuria spruceana
Euphorbiaceae,Dalechampia cissifolia
Euphorbiaceae,Dalechampia dioscoreifolia
Euphorbiaceae,Dalechampia stipulaceae
Euphorbiaceae,Endospermum chinense
Euphorbiaceae,Endospermum diadenum
Euphorbiaceae,Endospermum malaccense
Euphorbiaceae,Endospermum myrmecophilum
Euphorbiaceae,Endospermum peltatum
Euphorbiaceae,Epiprinus malayanus
Euphorbiaceae,Euphorbia blodgettii
Euphorbiaceae,Euphorbia cyparissias
Euphorbiaceae,Euphorbia heterophylla
Euphorbiaceae,Euphorbia millii
Euphorbiaceae,Euphorbia pulcherrima
Euphorbiaceae,Euphorbia spp.
Euphorbiaceae,Excoecaria agallocha
Euphorbiaceae,Excoecaria bicolor
Euphorbiaceae,Excoecaria biglandulosa
Euphorbiaceae,Fahrenheitia pendula
Euphorbiaceae,Fragariopsis warmingii
Euphorbiaceae,Grimmeodendron eglandulosum
Euphorbiaceae,Grymnanthes riparia
Euphorbiaceae,Hevea brasiliensis
Euphorbiaceae,Hevea spruceana
Euphorbiaceae,Hieronyma alchorneoides
Euphorbiaceae,Hippomane mancinella
Euphorbiaceae,Homalanthus maprouna
Euphorbiaceae,Homalanthus novoguieensis
Euphorbiaceae,Homalanthus populifolius
Euphorbiaceae,Hura crepitans
Euphorbiaceae,Jatropha chevalieri
Euphorbiaceae,Jatropha ellenbeckii
Euphorbiaceae,Jatropha gossypifolia
Euphorbiaceae,Jatropha weberbauri
Euphorbiaceae,Joannesia sp.
Euphorbiaceae,Koilodepas longifolium
Euphorbiaceae,Mabea klugii
Euphorbiaceae,Mabea occidentalis
Euphorbiaceae,Macaranga spp.
Euphorbiaceae,"Macaranga ""sp. nov. C"""
Euphorbiaceae,Macaranga aleuritoides
Euphorbiaceae,Macaranga andamanica
Euphorbiaceae,Macaranga angulata
Euphorbiaceae,Macaranga auriculata
Euphorbiaceae,Macaranga baccaureifolia
Euphorbiaceae,Macaranga bancana
Euphorbiaceae,Macaranga bareteri
Euphorbiaceae,Macaranga beccariana
Euphorbiaceae,Macaranga bicolor
Euphorbiaceae,Macaranga brevipetiolata
Euphorbiaceae,Macaranga caladifolia
Euphorbiaceae,Macaranga caladifolia
Euphorbiaceae,Macaranga calcicola
Euphorbiaceae,Macaranga conifera
Euphorbiaceae,Macaranga constricta
Euphorbiaceae,Macaranga costulata
Euphorbiaceae,Macaranga curtisii
Euphorbiaceae,Macaranga denticulata
Euphorbiaceae,Macaranga depressa
Euphorbiaceae,Macaranga didymocarpa
Euphorbiaceae,Macaranga diepenhorstii
Euphorbiaceae,Macaranga endertii
Euphorbiaceae,Macaranga fulva
Euphorbiaceae,Macaranga gigantea
Euphorbiaceae,Macaranga glandibracteolata
Euphorbiaceae,Macaranga griffithiana
Euphorbiaceae,Macaranga havilandii
Euphorbiaceae,Macaranga henryi
Euphorbiaceae,Macaranga heterophylla
Euphorbiaceae,Macaranga heudelotii
Euphorbiaceae,Macaranga heynei
Euphorbiaceae,Macaranga hispida
Euphorbiaceae,Macaranga hosei
Euphorbiaceae,Macaranga hullettii
Euphorbiaceae,Macaranga hurifolia
Euphorbiaceae,Macaranga hypoleuca
Euphorbiaceae,Macaranga indica
Euphorbiaceae,Macaranga indistincta
Euphorbiaceae,Macaranga involucrata varmallotoides
Euphorbiaceae,Macaranga kinabaluensis
Euphorbiaceae,Macaranga kingii
Euphorbiaceae,Macaranga kurzii
Euphorbiaceae,Macaranga lamellata
Euphorbiaceae,Macaranga lanarius
Euphorbiaceae,Macaranga lowii
Euphorbiaceae,Macaranga monandra
Euphorbiaceae,Macaranga motleyana
Euphorbiaceae,Macaranga pearsoni
Euphorbiaceae,Macaranga petanostyla
Euphorbiaceae,Macaranga praestans
Euphorbiaceae,Macaranga pruinosa
Euphorbiaceae,Macaranga pseudopriunosa
Euphorbiaceae,Macaranga puberula
Euphorbiaceae,Macaranga punctata
Euphorbiaceae,Macaranga puncticulata
Euphorbiaceae,Macaranga puncticulata
Euphorbiaceae,Macaranga quadricornis
Euphorbiaceae,Macaranga quadriglandulosa
Euphorbiaceae,Macaranga rarispina
Euphorbiaceae,Macaranga recuravata
Euphorbiaceae,Macaranga repandodentata
Euphorbiaceae,Macaranga rostrata
Euphorbiaceae,Macaranga sampsonii
Euphorbiaceae,Macaranga sarcocarpa
Euphorbiaceae,Macaranga schweinfurthii
Euphorbiaceae,Macaranga spathicalyx
Euphorbiaceae,Macaranga spinosa
Euphorbiaceae,Macaranga stigosissima
Euphorbiaceae,Macaranga subdentata
Euphorbiaceae,Macaranga tanarius
Euphorbiaceae,Macaranga trachyphylla
Euphorbiaceae,Macaranga trichocarpa
Euphorbiaceae,Macaranga triloba
Euphorbiaceae,Macaranga umbrosa
Euphorbiaceae,Macaranga unidentified species
Euphorbiaceae,Macaranga velutiniflora
Euphorbiaceae,Macaranga winkleri
Euphorbiaceae,Macaranga winkleriana
Euphorbiaceae,Macaranga 
Euphorbiaceae,Macaranga 
Euphorbiaceae,Macaranga spp.
Euphorbiaceae,Mallotus apelta
Euphorbiaceae,Mallotus barbatus
Euphorbiaceae,Mallotus chromocarpus
Euphorbiaceae,Mallotus cuneatus
Euphorbiaceae,Mallotus dispar
Euphorbiaceae,Mallotus eriocarpus
Euphorbiaceae,Mallotus eximius
Euphorbiaceae,Mallotus floribundus
Euphorbiaceae,Mallotus griffithianus
Euphorbiaceae,Mallotus hookerianus
Euphorbiaceae,Mallotus japonicus
Euphorbiaceae,Mallotus kingii
Euphorbiaceae,Mallotus kongkandae
Euphorbiaceae,Mallotus leptostachys
Euphorbiaceae,Mallotus leucodermis
Euphorbiaceae,Mallotus macrostachys
Euphorbiaceae,Mallotus mollissimus
Euphorbiaceae,Mallotus oblongifolius
Euphorbiaceae,Mallotus pallidus
Euphorbiaceae,Mallotus paniculatus
Euphorbiaceae,Mallotus peltatus
Euphorbiaceae,Mallotus penangensis
Euphorbiaceae,Mallotus phillippensis
Euphorbiaceae,Mallotus repandus
Euphorbiaceae,Mallotus spp
Euphorbiaceae,Mallotus stewardii
Euphorbiaceae,Mallotus tetracoccus
Euphorbiaceae,Mallotus tilifolius
Euphorbiaceae,Mallotus 
Euphorbiaceae,Manihot aesculifolia
Euphorbiaceae,Manihot angustiloba
Euphorbiaceae,Manihot brachyloba
Euphorbiaceae,Manihot carthaginensis
Euphorbiaceae,Manihot caudata
Euphorbiaceae,Manihot chlorosticta
Euphorbiaceae,Manihot crassisepala
Euphorbiaceae,Manihot davisiae
Euphorbiaceae,Manihot esculenta
Euphorbiaceae,Manihot michaelis
Euphorbiaceae,Manihot michaelis
Euphorbiaceae,Manihot oaxacana
Euphorbiaceae,Manihot oaxacana
Euphorbiaceae,Manihot rhomboidea
Euphorbiaceae,Manihot rhomboidea
Euphorbiaceae,Manihot websterae
Euphorbiaceae,Manihot websterae
Euphorbiaceae,Maprounea 3 spp.
Euphorbiaceae,Maprounea 3 spp.
Euphorbiaceae,Mareya congolensis
Euphorbiaceae,Mareya congolensis
Euphorbiaceae,Mareya micrantha
Euphorbiaceae,Mareya micrantha
Euphorbiaceae,Mareya sp.
Euphorbiaceae,Mareya sp.
Euphorbiaceae,Micrandropsis scleroxylon
Euphorbiaceae,Micranga sp.
Euphorbiaceae,Micranga sp.
Euphorbiaceae,Neoscortechinii nicobaria
Euphorbiaceae,Neoscortechinii sumatrensis
Euphorbiaceae,Neoshirakia japonica
Euphorbiaceae,Neoshirakia japonica
Euphorbiaceae,Neoshirakia japonica
Euphorbiaceae,Omphalea diandra
Euphorbiaceae,Pausandra macropetala
Euphorbiaceae,Pausandra  trianae
Euphorbiaceae,Pedilanthus tithmaloides
Euphorbiaceae,Pedilanthus tithmaloides
Euphorbiaceae,Pimelodendron griffithianum
Euphorbiaceae,Pimelodendron griffithianum
Euphorbiaceae,Ptychopyxis costata
Euphorbiaceae,Ptychopyxis costata
Euphorbiaceae,Richeria obvata
Euphorbiaceae,Ricinodendron rautaneni
Euphorbiaceae,Ricinodendron rautaneni
Euphorbiaceae,Ricinus communis
Euphorbiaceae,Ricinus sanguinensis
Euphorbiaceae,Ricinus sanguinensis
Euphorbiaceae,Rockinghamia angustifolia
Euphorbiaceae,Rockinghamia angustifolia
Euphorbiaceae,Sapium 25 spp.
Euphorbiaceae,Sapium 25 spp.
Euphorbiaceae,Sapium allenii
Euphorbiaceae,Sapium baccatum
Euphorbiaceae,Sapium baccatum
Euphorbiaceae,Sapium glandulosum
Euphorbiaceae,Sapium glandulosum
Euphorbiaceae,Sapium laurifolium
Euphorbiaceae,Sapium macrocarpum
Euphorbiaceae,Sapium pachystachys
Euphorbiaceae,Sapium pachystachys
Euphorbiaceae,Sapium pachystachys
